User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
U343,26,Other,Student,iOS,11.1,5.4,7,8.4,4,39,2,13.5
U344,60,Female,Business Owner,Android,10.5,2.0,2,7.9,3,49,5,7.2
U345,59,Female,Professional,iOS,6.4,6.5,1,6.1,9,58,3,7.5
U346,37,Male,Business Owner,iOS,2.4,6.4,6,6.4,8,54,6,7.2
U347,47,Other,Professional,Android,10.9,6.8,4,8.7,8,52,1,4.9
U348,38,Female,Professional,Android,6.4,7.4,9,7.6,10,15,3,9.3
U349,22,Male,Freelancer,Android,5.3,7.5,8,4.2,9,26,1,2.0
U350,18,Male,Freelancer,iOS,1.7,5.9,3,4.8,6,15,0,10.8
U351,47,Other,Business Owner,iOS,5.4,4.6,5,4.3,4,27,2,6.3
U352,57,Female,Business Owner,iOS,5.2,1.5,10,5.3,2,32,3,4.0
U353,54,Female,Business Owner,iOS,3.7,7.8,3,5.5,8,39,2,13.8
U354,24,Male,Freelancer,iOS,11.5,6.2,2,4.8,8,6,4,10.3
U355,22,Female,Freelancer,iOS,5.6,3.1,9,7.9,7,47,4,5.6
U356,52,Female,Student,Android,4.3,3.9,9,8.9,4,6,5,9.0
U357,31,Male,Freelancer,Android,3.3,3.6,6,4.8,8,57,2,2.0
U358,50,Male,Professional,Android,5.1,3.1,8,5.7,1,50,2,11.6
U359,34,Female,Professional,Android,5.2,5.1,6,6.7,4,42,5,3.0
U360,26,Other,Business Owner,iOS,10.8,4.1,9,5.6,5,55,2,12.7
U361,40,Male,Student,Android,3.8,3.1,6,5.1,5,23,3,6.6
U362,22,Male,Professional,Android,5.4,3.3,7,4.1,8,36,6,7.0
U363,33,Female,Business Owner,Android,10.2,6.2,8,5.4,6,42,4,12.8
U364,41,Female,Professional,iOS,5.0,4.8,2,5.1,9,53,2,9.8
U365,36,Other,Business Owner,Android,5.3,3.1,7,6.8,6,25,5,7.3
U366,28,Other,Student,Android,10.9,3.3,2,6.1,5,44,1,3.9
U367,46,Other,Business Owner,iOS,4.3,2.6,8,5.4,1,8,1,11.1
U368,52,Male,Freelancer,Android,6.8,6.2,1,6.4,8,29,6,2.3
U369,37,Male,Business Owner,iOS,11.5,5.0,8,4.3,7,36,5,11.0
U370,57,Female,Business Owner,Android,3.2,2.6,5,6.3,9,15,0,11.0
U371,59,Male,Professional,Android,5.4,5.7,9,6.0,1,54,2,13.3
U372,51,Other,Business Owner,Android,5.1,1.1,9,5.9,2,40,4,9.1
U373,18,Other,Business Owner,Android,1.3,5.5,1,7.4,4,31,3,5.0
U374,60,Other,Professional,iOS,10.9,2.6,4,5.4,6,51,4,5.0
U375,53,Male,Professional,iOS,3.7,3.8,6,5.4,3,56,0,12.9
U376,37,Female,Freelancer,iOS,9.8,5.9,5,7.2,9,45,5,9.9
U377,60,Other,Student,iOS,2.3,5.1,2,4.4,5,13,1,12.5
U378,24,Male,Business Owner,Android,3.2,6.3,10,4.8,6,43,2,11.0
U379,26,Male,Business Owner,iOS,5.6,7.6,1,5.4,6,31,2,11.6
U380,34,Female,Student,Android,1.4,1.0,8,7.4,7,9,2,3.0
U381,25,Male,Freelancer,Android,5.2,3.6,1,7.9,5,52,5,10.8
U382,24,Female,Professional,Android,2.7,2.9,7,5.4,3,45,2,8.3
U383,53,Male,Business Owner,iOS,6.5,6.8,2,7.3,6,48,6,8.4
U384,27,Male,Professional,iOS,4.9,2.5,3,5.6,2,53,1,8.8
U385,35,Male,Freelancer,iOS,2.5,6.4,6,7.3,8,53,1,6.7
U386,36,Other,Business Owner,iOS,5.1,7.5,3,6.0,6,37,6,13.8
U387,56,Female,Business Owner,Android,4.1,4.9,2,6.8,4,60,5,12.7
U388,31,Male,Professional,iOS,2.6,3.7,6,6.1,10,13,4,3.6
U389,39,Male,Freelancer,iOS,1.3,1.5,6,7.4,8,31,4,3.5
U390,31,Female,Student,Android,3.4,5.9,5,5.4,4,43,5,2.9
U391,58,Female,Freelancer,Android,1.7,6.1,9,5.7,1,25,0,8.1
U392,34,Other,Freelancer,Android,12.0,0.7,5,8.2,9,39,2,11.5
U393,50,Other,Student,iOS,3.9,4.6,6,5.7,3,44,3,8.3
U394,49,Female,Freelancer,iOS,2.9,6.7,2,8.2,8,11,2,4.3
U395,34,Other,Business Owner,iOS,2.0,5.8,4,8.0,8,8,2,7.6
U396,21,Male,Student,iOS,7.9,6.8,3,5.8,6,59,2,6.7
U397,23,Female,Business Owner,iOS,3.8,3.0,9,7.7,10,54,3,11.7
U398,58,Male,Business Owner,iOS,1.4,1.9,4,5.3,8,25,2,6.6
U399,45,Other,Professional,iOS,5.7,6.0,9,6.1,3,53,2,5.5
U400,35,Other,Business Owner,Android,11.1,4.8,10,5.7,8,52,4,4.9
U401,20,Other,Business Owner,Android,11.3,7.7,8,7.5,8,50,0,11.7
U402,18,Male,Business Owner,Android,2.2,3.9,7,4.1,10,42,6,9.7
U403,39,Male,Professional,iOS,3.6,7.4,1,7.6,3,59,2,7.0
U404,26,Other,Professional,Android,7.2,0.6,5,7.0,7,16,0,7.8
U405,58,Other,Freelancer,iOS,8.6,6.9,9,7.1,4,58,5,9.9
U406,34,Female,Business Owner,iOS,3.1,4.9,3,7.9,2,19,5,6.4
U407,28,Other,Business Owner,Android,5.3,5.7,8,5.6,5,18,2,2.8
U408,46,Female,Freelancer,iOS,5.6,7.5,6,5.1,3,13,4,11.0
U409,53,Male,Freelancer,Android,1.6,0.9,10,6.9,7,30,0,7.6
U410,45,Female,Freelancer,iOS,4.4,7.8,6,5.3,5,33,1,3.6
U411,53,Other,Student,iOS,3.0,1.6,1,7.1,9,8,6,5.3
U412,18,Female,Freelancer,iOS,10.2,2.6,6,5.9,10,22,0,7.4
U413,25,Female,Business Owner,Android,4.5,2.8,7,5.5,3,32,2,6.9
U414,22,Female,Freelancer,Android,9.5,1.6,5,5.0,7,36,2,3.9
U415,27,Male,Professional,Android,1.7,1.8,6,8.0,10,26,5,9.6
U416,52,Other,Student,iOS,2.6,6.6,8,6.6,6,51,5,4.3
U417,20,Male,Freelancer,iOS,1.3,4.9,9,8.4,6,58,3,10.1
U418,41,Female,Professional,Android,10.7,2.3,3,7.8,8,60,1,11.1
U419,55,Other,Student,iOS,1.6,7.6,6,4.7,2,6,4,5.9
U420,53,Male,Freelancer,iOS,5.6,3.6,10,7.7,2,19,0,7.9
U421,27,Female,Professional,iOS,4.8,2.4,7,6.3,10,25,0,9.4
U422,45,Other,Professional,iOS,11.9,6.9,6,6.9,9,8,0,12.9
U423,26,Other,Student,iOS,3.3,7.9,10,7.1,4,10,1,13.6
U424,20,Male,Professional,Android,10.0,7.3,5,6.9,7,30,4,6.3
U425,37,Male,Student,Android,9.0,0.9,5,5.0,6,32,4,11.8
U426,41,Female,Freelancer,Android,6.2,5.2,7,4.6,9,55,6,5.8
U427,20,Male,Professional,iOS,2.5,5.6,5,6.5,6,31,2,12.5
U428,40,Female,Student,iOS,10.7,3.8,9,8.3,7,30,3,5.8
U429,31,Male,Freelancer,iOS,8.6,0.6,5,7.5,7,40,1,7.5
U430,33,Female,Business Owner,iOS,7.0,1.5,2,8.4,2,54,5,2.5
U431,60,Male,Freelancer,Android,9.9,7.9,10,6.7,8,6,2,8.3
U432,24,Male,Freelancer,Android,6.1,1.4,6,5.2,8,6,5,11.4
U433,40,Other,Professional,iOS,5.2,7.2,8,8.5,7,41,5,10.1
U434,53,Other,Professional,Android,4.0,6.4,10,6.6,3,42,1,9.6
U435,44,Female,Student,iOS,5.9,3.7,4,4.6,2,48,0,2.3
U436,57,Male,Business Owner,Android,4.9,3.5,7,4.0,6,18,3,5.5
U437,27,Female,Business Owner,iOS,7.7,6.3,4,8.1,3,14,1,11.5
U438,33,Male,Student,iOS,7.0,2.1,2,4.1,7,41,4,12.9
U439,28,Other,Student,iOS,6.7,3.6,10,8.3,5,19,3,12.8
U440,29,Male,Business Owner,iOS,1.6,6.6,2,5.6,2,40,0,4.5
U441,44,Male,Freelancer,iOS,2.2,5.2,1,5.9,9,49,0,5.8
U442,19,Other,Professional,Android,4.8,7.6,3,5.4,5,34,6,8.1
U443,29,Male,Freelancer,Android,4.2,6.8,2,5.6,10,45,5,11.2
U444,39,Other,Student,Android,7.3,7.4,4,4.1,10,25,6,4.8
U445,44,Male,Business Owner,iOS,6.0,7.1,4,7.2,8,33,1,8.8
U446,60,Male,Business Owner,iOS,11.8,1.3,8,6.8,8,42,0,9.5
U447,33,Male,Freelancer,Android,11.3,6.8,2,7.1,2,7,5,4.1
U448,35,Female,Business Owner,iOS,3.7,7.0,7,4.2,9,54,1,4.0
U449,28,Other,Business Owner,iOS,8.7,5.7,9,5.4,8,15,4,2.4
U450,24,Other,Business Owner,Android,9.9,5.4,1,6.6,3,16,5,13.1
U451,42,Female,Student,Android,4.9,4.5,8,5.0,4,36,4,4.7
U452,20,Male,Business Owner,iOS,3.4,4.9,10,7.0,9,25,1,6.7
U453,48,Female,Freelancer,Android,9.9,7.6,3,5.4,6,9,2,13.9
U454,32,Male,Professional,Android,4.3,5.5,8,4.5,4,9,5,10.3
U455,30,Female,Freelancer,iOS,7.9,3.8,2,6.8,4,34,4,13.9
U456,47,Male,Student,iOS,5.2,2.2,6,6.7,7,37,3,13.6
U457,40,Other,Business Owner,Android,6.4,0.8,2,4.1,9,32,3,10.0
U458,37,Male,Freelancer,iOS,6.8,5.4,6,8.9,6,43,1,6.7
U459,32,Other,Business Owner,Android,8.0,5.5,1,4.4,5,14,4,2.2
U460,32,Female,Student,iOS,1.7,0.7,10,5.6,10,19,3,3.1
U461,19,Female,Professional,Android,10.8,6.0,5,4.0,5,7,5,3.6
U462,60,Female,Professional,Android,11.2,4.8,4,4.3,6,57,0,13.2
U463,30,Other,Freelancer,Android,8.4,5.8,9,5.1,7,55,4,7.8
U464,43,Female,Business Owner,iOS,6.2,5.0,9,5.9,3,7,0,11.7
U465,39,Other,Freelancer,iOS,1.6,7.6,6,4.9,3,27,0,6.8
U466,35,Female,Freelancer,iOS,9.1,3.2,6,4.4,9,16,6,2.1
U467,22,Other,Student,Android,1.9,1.3,4,5.1,4,9,0,7.4
U468,35,Other,Student,Android,11.0,2.7,9,5.3,10,5,6,4.4
U469,40,Other,Freelancer,iOS,4.4,6.9,5,6.7,4,36,2,11.6
U470,59,Other,Freelancer,Android,4.6,5.7,1,6.4,4,53,5,2.8
U471,50,Other,Student,iOS,6.1,1.4,9,7.0,7,59,1,3.0
U472,43,Other,Freelancer,iOS,2.5,0.6,5,8.5,3,47,6,3.0
U473,52,Male,Student,Android,1.5,5.7,8,6.3,9,7,5,5.9
U474,39,Male,Student,Android,4.4,6.8,5,4.1,1,49,0,13.0
U475,19,Male,Business Owner,Android,5.2,2.3,1,8.4,6,9,3,3.3
U476,25,Male,Student,iOS,11.6,3.6,5,4.1,7,39,3,12.7
U477,34,Female,Professional,Android,6.1,0.9,10,5.2,10,18,1,5.1
U478,29,Male,Student,iOS,1.5,4.6,4,7.2,4,21,0,8.5
U479,55,Other,Business Owner,iOS,10.7,6.3,4,8.2,4,21,3,6.1
U480,34,Male,Freelancer,iOS,5.8,1.5,7,8.9,2,31,3,8.6
U481,20,Female,Professional,Android,11.6,5.7,1,5.3,8,40,4,8.3
U482,24,Male,Business Owner,Android,7.7,6.5,5,7.4,7,40,4,6.3
U483,56,Male,Professional,iOS,1.2,5.1,5,5.4,9,43,6,3.7
U484,45,Other,Freelancer,Android,3.3,1.3,3,5.6,7,57,5,8.6
U485,40,Male,Business Owner,Android,6.4,8.0,6,4.2,1,34,5,7.0
U486,38,Male,Student,iOS,1.7,4.6,1,4.5,3,60,4,4.6
U487,45,Male,Freelancer,Android,5.8,1.7,4,8.1,8,27,0,7.2
U488,56,Other,Business Owner,Android,8.4,2.5,10,7.3,7,51,6,12.5
U489,50,Female,Freelancer,iOS,6.4,5.3,6,8.3,1,29,0,13.1
U490,25,Other,Business Owner,Android,2.1,6.3,10,8.6,5,9,0,2.2
U491,42,Other,Professional,Android,10.4,5.4,9,4.2,4,53,3,6.6
U492,54,Male,Freelancer,iOS,6.1,6.2,8,5.9,2,8,3,4.9
U493,30,Female,Student,Android,11.9,7.9,2,7.4,8,47,5,11.8
U494,34,Female,Freelancer,Android,11.7,4.2,6,5.4,3,44,0,9.5
U495,20,Male,Business Owner,iOS,4.4,0.6,9,6.3,2,9,1,5.4
U496,45,Male,Professional,iOS,11.9,6.2,7,5.3,1,14,1,13.9
U497,18,Female,Freelancer,Android,10.5,4.8,8,4.0,4,37,5,7.5
U498,51,Other,Student,iOS,5.6,7.1,9,4.1,8,37,5,10.3
U499,52,Other,Professional,Android,3.6,7.3,7,9.0,7,8,6,3.4
U500,60,Other,Business Owner,iOS,4.1,4.7,7,4.1,3,28,1,13.8
